,order_id,user_id,product_id,aisle_id,department_id,order_number,order_dow,order_hour_of_day,days_since_prior_order,add_to_cart_order,reordered,user_total_orders,user_avg_days_between,user_avg_cart_pos,user_total_reorders,prod_total_reorders,prod_reorder_rate,prod_order_count,prod_avg_cart_pos
498069,1346804,41621,35108,36,16,6,5,22,30.0,4,1,6,30.0,8.5,8,513,0.6349009900990099,808,9.17079207920792
1225914,3043163,48329,29487,83,4,6,1,20,10.0,13,1,6,10.0,11.0,17,1323,0.6774193548387096,1953,8.13005632360471
1262679,3317630,120768,23805,106,12,17,6,08,14.0,3,1,17,14.0,3.0,5,41,0.6612903225806451,62,8.193548387096774
715334,1851329,56200,48705,21,16,19,2,15,28.0,10,1,19,28.0,6.0,9,56,0.4444444444444444,126,9.96031746031746
778857,1937668,74606,37067,24,4,4,3,09,30.0,1,1,4,30.0,6.0,1,1329,0.5698970840480274,2332,6.256861063464837
528056,1398485,95829,12732,35,12,8,1,18,30.0,14,1,8,30.0,10.0,11,136,0.6476190476190476,210,8.623809523809523
266402,818770,26243,11266,117,19,18,1,11,19.0,1,1,18,19.0,1.5,2,104,0.7027027027027027,148,3.9932432432432434
1308030,3144773,37538,6336,112,3,27,5,13,2.0,8,1,27,2.0,5.0,6,63,0.863013698630137,73,8.41095890410959
812712,2034445,161501,47766,24,4,22,2,16,30.0,6,1,22,30.0,5.0,8,6226,0.8403293291942232,7409,6.417735186934809
1367522,3246286,66742,37067,24,4,10,5,21,10.0,2,1,10,10.0,6.0,10,1329,0.5698970840480274,2332,6.256861063464837
623426,1763627,191484,46222,89,13,27,0,13,27.0,2,1,27,27.0,5.5,2,30,0.379746835443038,79,11.012658227848101
1129957,2897804,6213,17650,111,17,19,6,09,30.0,31,0,19,30.0,16.5,25,12,0.3076923076923077,39,9.435897435897436
1319894,3159875,91279,24852,24,4,8,2,15,7.0,1,1,8,7.0,9.5,3,16557,0.8841717398269785,18726,4.959414717505073
1131975,2902341,19848,24852,24,4,51,5,15,4.0,3,1,51,4.0,15.0,29,16557,0.8841717398269785,18726,4.959414717505073
1190615,2976292,46255,43713,88,13,43,1,16,7.0,15,1,43,7.0,8.5,8,405,0.5328947368421053,760,10.522368421052631
1112484,2871496,84475,47141,77,7,5,5,10,30.0,3,0,5,30.0,3.0,4,404,0.7150442477876107,565,6.263716814159292
515453,1147812,148381,47626,24,4,25,6,23,6.0,16,1,25,6.0,13.0,17,5923,0.7280885064535956,8135,8.063306699446835
683357,1630621,57302,7484,37,1,6,5,08,21.0,10,0,6,21.0,5.5,4,13,0.3023255813953488,43,8.953488372093023
306214,864940,82027,10749,83,4,4,5,14,30.0,6,1,4,30.0,10.5,3,1599,0.6681989134977017,2393,9.698704554951943
637259,1773131,32196,48679,83,4,4,0,12,22.0,7,0,4,22.0,4.0,5,1679,0.653816199376947,2568,9.731697819314642
535541,1161630,76924,21089,13,20,25,0,08,4.0,5,1,25,4.0,11.5,18,8,0.6666666666666666,12,7.25
1061094,2799293,75614,41658,43,3,4,3,18,30.0,5,1,4,30.0,4.5,7,259,0.6815789473684211,380,9.176315789473684
1174341,2956444,148863,41400,3,19,14,2,12,8.0,1,1,14,8.0,1.5,2,268,0.7465181058495822,359,4.172701949860724
1298096,3135835,54334,34321,96,20,5,4,16,18.0,13,0,5,18.0,7.0,2,68,0.5666666666666667,120,11.25
325075,898298,149189,28985,83,4,6,0,22,8.0,1,0,6,8.0,7.0,0,1944,0.7400076132470499,2627,7.575561476969928
392175,1005229,128573,41682,115,7,5,0,10,30.0,16,1,5,30.0,8.5,7,73,0.6083333333333333,120,7.991666666666666
451722,1085798,118618,37067,24,4,21,1,14,20.0,10,1,21,20.0,13.0,19,1329,0.5698970840480274,2332,6.256861063464837
98681,106985,195145,43713,88,13,6,1,17,30.0,13,0,6,30.0,7.5,7,405,0.5328947368421053,760,10.522368421052631
1332308,3174914,159936,39032,123,4,11,6,16,30.0,1,1,11,30.0,6.5,6,119,0.5862068965517241,203,8.369458128078819
689946,1641041,23523,27845,84,16,7,5,08,30.0,15,1,7,30.0,11.5,17,4174,0.8504482477587612,4908,5.722697636511818
475760,1314596,106981,47626,24,4,18,5,17,12.0,5,1,18,12.0,12.5,16,5923,0.7280885064535956,8135,8.063306699446835
557053,1440137,78957,44234,72,13,10,4,18,30.0,2,0,10,30.0,3.5,3,131,0.33248730964467005,394,11.058375634517766
901335,2152178,106882,15664,81,15,10,0,18,9.0,12,0,10,9.0,11.5,6,38,0.3220338983050847,118,11.771186440677965
790259,1956344,168927,24852,24,4,7,0,10,8.0,4,1,7,8.0,9.5,16,16557,0.8841717398269785,18726,4.959414717505073
121693,412944,112617,8013,4,9,4,2,15,5.0,1,0,4,5.0,4.0,0,54,0.6352941176470588,85,6.188235294117647
12999,17047,20295,24852,24,4,4,3,08,30.0,2,0,4,30.0,5.0,5,16557,0.8841717398269785,18726,4.959414717505073
1343111,3419891,131725,16521,117,19,100,6,13,1.0,2,1,100,1.0,2.0,2,209,0.5372750642673522,389,10.683804627249357
127035,140772,102398,26475,109,11,38,0,14,9.0,6,1,38,9.0,12.0,15,13,0.325,40,9.375
181624,475039,177247,15937,83,4,5,0,11,21.0,22,0,5,21.0,13.5,14,404,0.519280205655527,778,9.769922879177377
1380465,3279055,82213,23341,86,16,12,4,18,30.0,7,0,12,30.0,4.0,4,212,0.585635359116022,362,6.837016574585635
1251257,3304722,6804,45007,83,4,5,6,09,30.0,4,1,5,30.0,2.5,3,3266,0.7117018958378731,4589,9.377642187840488
409428,1036704,80527,26589,41,8,35,1,23,9.0,14,1,35,9.0,13.0,22,9,0.6,15,8.866666666666667
677989,1617298,196145,24852,24,4,45,3,15,5.0,6,1,45,5.0,6.0,10,16557,0.8841717398269785,18726,4.959414717505073
1192960,2750976,132847,11123,64,7,12,3,12,30.0,8,0,12,30.0,5.0,5,184,0.7159533073929961,257,6.766536964980545
323263,642723,90014,39275,123,4,10,6,14,3.0,5,1,10,3.0,4.5,4,3384,0.6814337494965768,4966,8.520338300443013
811286,2031221,60990,28609,131,9,11,2,16,30.0,3,0,11,30.0,3.0,1,9,0.36,25,11.28
689842,1640957,24952,16837,123,4,6,4,18,19.0,2,0,6,19.0,2.0,1,34,0.5230769230769231,65,10.507692307692308
1210275,2773616,131731,1463,84,16,20,0,14,30.0,2,1,20,30.0,10.0,18,691,0.8053613053613053,858,5.13986013986014
728484,1684622,60261,22802,115,7,40,1,09,7.0,2,1,40,7.0,3.5,6,240,0.6976744186046512,344,3.5377906976744184
905208,2349073,108346,11325,68,10,26,0,09,9.0,5,1,26,9.0,9.5,9,11,0.6875,16,11.125
978860,2425875,136559,46049,107,19,30,3,15,9.0,2,1,30,9.0,9.5,12,140,0.5166051660516605,271,10.48339483394834
1058981,2604897,1537,8013,4,9,74,5,19,21.0,11,1,74,21.0,8.0,14,54,0.6352941176470588,85,6.188235294117647
1040497,2584247,70791,2344,14,20,30,0,19,13.0,4,1,30,13.0,9.0,16,112,0.7724137931034483,145,9.393103448275863
363002,709533,95164,37067,24,4,72,5,16,1.0,5,0,72,1.0,4.5,6,1329,0.5698970840480274,2332,6.256861063464837
580250,1214128,198782,24799,120,16,17,5,19,2.0,3,1,17,2.0,2.0,3,519,0.6856010568031704,757,7.966974900924702
1352116,3207359,80823,13909,63,9,10,5,15,3.0,2,0,10,3.0,2.5,2,44,0.3963963963963964,111,10.846846846846846
1282043,3117559,186092,26283,83,4,4,3,23,15.0,42,0,4,15.0,25.5,7,269,0.5445344129554656,494,10.647773279352228
814157,2038199,87695,23763,53,16,4,5,16,6.0,1,1,4,6.0,10.5,5,122,0.7770700636942676,157,5.808917197452229
981832,2428035,22936,29344,37,1,7,0,12,30.0,5,1,7,30.0,5.5,2,35,0.546875,64,9.5
1340878,3185843,36079,2846,83,4,7,0,11,14.0,9,0,7,14.0,8.0,9,139,0.549407114624506,253,9.075098814229248
1234172,3029699,26684,35126,3,19,4,0,09,20.0,25,0,4,20.0,20.5,24,8,0.47058823529411764,17,16.58823529411765
143849,438843,95307,15689,78,19,25,0,11,2.0,14,0,25,2.0,9.5,13,8,0.47058823529411764,17,12.0
174147,213804,49689,17600,120,16,55,0,22,6.0,10,1,55,6.0,10.0,16,549,0.7489768076398363,733,8.863574351978173
190326,485991,146522,11520,86,16,15,0,12,13.0,25,1,15,13.0,14.0,11,1500,0.7903055848261328,1898,5.708113804004215
707577,1657565,100175,26209,24,4,31,3,17,12.0,5,1,31,12.0,5.5,7,4234,0.701806729653572,6033,8.980606663351566
1283214,3342534,75407,19976,131,9,10,5,10,7.0,17,1,10,7.0,9.5,15,3,1.0,3,6.666666666666667
597887,1237018,154590,16556,23,19,7,5,19,30.0,2,1,7,30.0,2.0,3,32,0.6153846153846154,52,8.596153846153847
816534,2043476,91928,8424,83,4,52,6,11,9.0,18,0,52,9.0,9.5,15,1671,0.569918144611187,2932,9.657230559345157
675911,1612647,102489,22788,21,16,11,4,18,8.0,4,1,11,8.0,4.0,5,98,0.532608695652174,184,10.054347826086957
282486,842656,42814,40723,24,4,36,6,22,2.0,6,1,36,2.0,10.5,15,487,0.6671232876712329,730,8.843835616438357
1263195,3318780,119770,22362,61,19,29,6,11,2.0,4,1,29,2.0,4.5,7,109,0.7266666666666667,150,4.153333333333333
444439,1072554,45256,13176,24,4,7,6,11,30.0,6,0,7,30.0,5.0,5,13362,0.8631782945736434,15480,4.763501291989664
179844,223560,62541,4605,83,4,39,1,10,6.0,13,1,39,6.0,12.5,18,2548,0.6772993088782563,3762,8.41733120680489
329020,903268,129008,49383,83,4,43,5,10,2.0,9,1,43,2.0,9.0,15,350,0.5460218408736349,641,10.854914196567863
202655,501935,59040,43928,21,16,15,3,17,8.0,9,1,15,8.0,9.0,10,79,0.5602836879432624,141,10.212765957446809
709078,1661885,143406,3999,24,4,11,3,16,8.0,4,0,11,8.0,15.5,26,149,0.5498154981549815,271,9.992619926199263
277777,831657,148522,13870,107,19,18,2,11,7.0,1,1,18,7.0,3.0,4,640,0.6458123107971746,991,10.319878910191726
1354064,3212758,68852,13870,107,19,63,6,18,3.0,6,1,63,3.0,7.0,12,640,0.6458123107971746,991,10.319878910191726
599184,1493917,100890,8467,112,3,20,2,14,30.0,6,1,20,30.0,8.0,14,175,0.7113821138211383,246,8.55691056910569
884143,2130906,112057,11777,123,4,58,0,15,6.0,1,1,58,6.0,4.0,7,1014,0.6791694574681849,1493,8.235097119892833
1009461,2474094,167244,34126,16,4,4,6,11,7.0,3,0,4,7.0,3.0,1,1503,0.62625,2400,9.4075
887352,2330921,86777,48697,19,13,14,4,13,7.0,2,1,14,7.0,2.0,3,146,0.3967391304347826,368,9.157608695652174
177522,470029,93038,15950,42,1,36,3,19,14.0,4,1,36,14.0,12.0,23,143,0.7295918367346939,196,8.622448979591837
499,1620,157320,33768,83,4,17,5,13,8.0,16,1,17,8.0,10.5,8,380,0.7011070110701108,542,7.123616236162362
572347,1458003,176979,49683,83,4,21,0,13,22.0,11,0,21,22.0,9.0,11,1709,0.7082469954413593,2413,7.414836303356817
1362585,3233983,172785,34049,83,4,20,5,12,9.0,4,1,20,9.0,3.5,5,52,0.3795620437956204,137,10.89051094890511
530636,1400059,162823,519,31,7,4,1,17,11.0,2,1,4,11.0,8.5,10,34,0.7391304347826086,46,7.739130434782608
469396,1103830,91904,40002,37,1,14,0,18,22.0,3,0,14,22.0,2.5,1,121,0.43214285714285716,280,7.885714285714286
13155,17299,124223,11512,120,16,21,2,15,6.0,4,1,21,6.0,13.0,20,251,0.6675531914893617,376,7.922872340425532
220974,767240,67805,38720,89,13,23,4,07,10.0,8,1,23,10.0,5.0,8,40,0.4166666666666667,96,11.041666666666666
181564,474867,153903,43814,3,19,8,3,18,15.0,3,1,8,15.0,3.0,4,21,0.5121951219512195,41,8.195121951219512
761987,1722038,141764,7570,57,14,5,0,13,30.0,9,0,5,30.0,8.0,1,13,0.5,26,10.23076923076923
210612,510807,43276,22802,115,7,31,2,13,18.0,1,1,31,18.0,1.0,1,240,0.6976744186046512,344,3.5377906976744184
740645,1878583,194116,33626,12,9,6,0,18,5.0,3,1,6,5.0,4.0,4,25,0.6756756756756757,37,10.891891891891891
889238,2335156,144736,43928,21,16,30,0,11,15.0,12,1,30,15.0,10.0,16,79,0.5602836879432624,141,10.212765957446809
700604,1834076,34591,6046,35,12,15,5,08,29.0,22,1,15,29.0,13.0,17,630,0.6680805938494168,943,8.25662778366914
1336517,3180307,63180,24186,115,7,4,5,11,19.0,2,1,4,19.0,11.5,15,138,0.711340206185567,194,7.077319587628866
299555,621565,141070,30489,67,20,27,5,18,7.0,11,0,27,7.0,6.0,10,2220,0.7767669699090273,2858,8.74737578726382
1224242,3020108,25075,19677,91,16,6,4,13,30.0,3,1,6,30.0,5.5,6,398,0.7056737588652482,564,6.74645390070922
997467,2458586,104312,691,121,14,22,0,13,7.0,5,1,22,7.0,12.0,22,68,0.6017699115044248,113,10.11504424778761
85556,364099,39032,17706,93,3,11,2,11,30.0,6,1,11,30.0,4.5,4,295,0.7074340527577938,417,8.731414868105515
949987,2212849,50358,13409,2,16,31,1,13,4.0,5,1,31,4.0,3.5,5,135,0.5335968379446641,253,9.16600790513834
1366367,3243412,203228,25783,64,7,9,6,15,30.0,3,1,9,30.0,4.5,4,112,0.5628140703517588,199,6.613065326633166
842946,2277254,195950,39945,114,17,20,1,10,14.0,25,0,20,14.0,15.0,26,13,0.2826086956521739,46,7.521739130434782
185439,479332,80340,27744,53,16,4,2,21,25.0,11,0,4,25.0,19.5,5,222,0.7047619047619048,315,7.631746031746032
1008527,2471602,132388,3793,29,13,4,6,09,14.0,10,1,4,14.0,20.0,30,22,0.5641025641025641,39,8.461538461538462
1195525,2983331,70002,24427,21,16,5,2,17,15.0,11,0,5,15.0,6.5,5,108,0.5806451612903226,186,9.048387096774194
40492,299268,99495,40691,84,16,78,5,21,1.0,8,1,78,1.0,11.0,21,41,0.7735849056603774,53,4.547169811320755
594780,1488101,1200,34005,24,4,5,1,11,30.0,2,0,5,30.0,1.5,1,82,0.5,164,8.213414634146341
1340879,3185843,36079,3376,81,15,7,0,11,14.0,7,0,7,14.0,8.0,9,318,0.5371621621621622,592,10.782094594594595
456553,1097917,103266,24852,24,4,9,1,16,30.0,1,1,9,30.0,20.0,29,16557,0.8841717398269785,18726,4.959414717505073
549522,1426218,109588,401,20,11,39,5,00,8.0,4,1,39,8.0,12.0,17,7,0.3181818181818182,22,9.181818181818182
1279333,3337864,13428,44292,94,7,13,2,12,6.0,5,1,13,6.0,6.0,8,160,0.7407407407407407,216,7.310185185185185
1197206,2755939,31560,1033,37,1,16,0,13,3.0,3,0,16,3.0,6.0,1,2,0.6666666666666666,3,2.3333333333333335
802066,1971003,35730,13076,123,4,7,2,14,13.0,32,0,7,13.0,17.0,17,50,0.43859649122807015,114,10.5
726121,1678229,48663,45007,83,4,16,0,08,14.0,12,1,16,14.0,8.0,14,3266,0.7117018958378731,4589,9.377642187840488
435674,1001225,92577,35221,115,7,4,2,10,11.0,5,0,4,11.0,5.0,1,1476,0.7507629704984741,1966,6.677517802644965
1177915,2960217,15661,21709,115,7,6,2,14,30.0,2,1,6,30.0,2.5,3,1076,0.7561489810260014,1423,6.7547434996486295
16058,270075,160357,33198,115,7,7,5,11,5.0,2,1,7,5.0,5.0,5,1348,0.747642817526345,1803,6.227953410981697
1174655,2957244,4681,38318,130,14,4,1,10,28.0,4,0,4,28.0,3.5,2,46,0.5974025974025974,77,9.142857142857142
954961,2225661,41815,9955,91,16,5,2,09,30.0,7,1,5,30.0,7.5,10,80,0.5405405405405406,148,10.945945945945946
1180325,2734796,100428,14849,104,13,12,4,12,30.0,15,0,12,30.0,12.5,8,0,0.0,28,10.785714285714286
1000012,2538837,124176,2838,89,13,39,1,15,7.0,14,1,39,7.0,10.5,17,48,0.4752475247524752,101,11.108910891089108
1177578,2733159,113937,22935,83,4,92,5,12,6.0,5,1,92,6.0,7.5,14,3094,0.7212121212121212,4290,8.864801864801866
1280166,3113520,88292,28986,106,12,8,5,15,7.0,33,0,8,7.0,23.0,14,99,0.48292682926829267,205,9.648780487804878
1359269,3225566,18284,45835,54,17,14,0,10,30.0,1,1,14,30.0,6.0,1,35,0.5072463768115942,69,7.840579710144928
1324529,3165837,65536,37096,17,13,13,4,13,3.0,15,0,13,3.0,8.0,7,26,0.23636363636363636,110,10.209090909090909
339123,907935,79764,9020,35,12,41,4,13,3.0,12,1,41,3.0,8.0,13,256,0.6009389671361502,426,7.960093896713615
632441,1546973,175010,45123,112,3,6,4,17,20.0,4,1,6,20.0,4.0,6,362,0.663003663003663,546,7.822344322344322
78870,87847,186989,21050,54,17,9,3,14,14.0,28,1,9,14.0,15.0,13,74,0.5103448275862069,145,7.406896551724138
826528,2008779,76926,35898,72,13,36,3,11,5.0,13,1,36,5.0,8.0,4,212,0.42828282828282827,495,10.01010101010101
418442,977744,111254,18380,77,7,5,0,14,30.0,14,1,5,30.0,10.0,15,7,0.4375,16,9.6875
922837,2185528,37038,10246,83,4,55,3,17,14.0,3,0,55,14.0,6.5,7,569,0.5357815442561206,1062,10.013182674199623
75106,353282,46064,8988,104,13,7,0,15,28.0,5,0,7,28.0,5.5,7,16,0.1509433962264151,106,10.169811320754716
94468,381070,20439,5450,24,4,41,5,13,8.0,6,1,41,8.0,8.5,16,2189,0.705446342249436,3103,7.341282629713181
205721,504529,127654,38719,52,1,19,1,19,15.0,8,1,19,15.0,6.5,11,5,0.5,10,7.3
851312,2080397,152787,32224,74,17,26,5,10,4.0,7,1,26,4.0,4.0,7,16,0.45714285714285713,35,9.314285714285715
631850,1545598,85595,5514,84,16,6,3,12,7.0,2,1,6,7.0,6.0,2,109,0.872,125,4.624
1186703,2971841,181463,2091,78,19,14,0,16,30.0,1,1,14,30.0,11.5,15,253,0.6988950276243094,362,9.306629834254144
418149,977029,202444,8739,69,15,11,5,13,30.0,2,0,11,30.0,7.0,3,2,0.3333333333333333,6,6.5
1143306,2699502,103605,41658,43,3,10,3,12,17.0,6,1,10,17.0,12.5,19,259,0.6815789473684211,380,9.176315789473684
730298,1689127,124069,37040,77,7,4,1,18,11.0,6,0,4,11.0,4.5,4,6,0.2857142857142857,21,7.857142857142857
709523,1662764,50497,4986,36,16,9,4,07,25.0,14,0,9,25.0,12.5,13,34,0.5396825396825397,63,8.571428571428571
1179909,2733702,91597,33244,89,13,10,4,11,30.0,10,1,10,30.0,6.0,4,1,0.5,2,7.5
47115,49734,36599,41276,64,7,18,6,15,30.0,10,1,18,30.0,6.0,9,172,0.7350427350427351,234,4.927350427350428
62702,342952,116488,44085,120,16,14,5,15,5.0,1,1,14,5.0,3.0,5,119,0.6611111111111111,180,7.2555555555555555
622914,1762753,11409,49583,92,18,9,6,08,19.0,13,1,9,19.0,11.5,16,38,0.5507246376811594,69,11.797101449275363
1192878,2750877,198846,12671,70,11,15,2,18,30.0,9,1,15,30.0,6.0,10,3,0.2727272727272727,11,9.818181818181818
698310,1645870,172280,38739,83,4,5,4,12,23.0,6,0,5,23.0,4.5,1,955,0.5848132271892222,1633,7.524800979791794
1113954,2874619,114547,33572,91,16,25,6,10,8.0,8,1,25,8.0,4.5,3,239,0.8298611111111112,288,5.3125
871811,2106950,128078,5161,18,10,95,3,12,0.0,5,1,95,0.0,3.5,6,320,0.7174887892376681,446,7.695067264573991
937251,2196166,87847,21903,123,4,14,6,15,29.0,3,1,14,29.0,9.5,16,8055,0.8232829108748978,9784,7.485384300899428
608336,1251891,12523,37840,93,3,9,5,10,9.0,2,0,9,9.0,10.0,10,24,0.6666666666666666,36,9.305555555555555
419118,979755,45310,16797,24,4,44,5,08,8.0,1,1,44,8.0,9.0,10,4786,0.7369879889128427,6494,7.441330458885124
599674,1495251,15633,36591,128,3,6,6,09,16.0,3,1,6,16.0,5.5,6,59,0.45384615384615384,130,10.2
359971,706883,100888,34503,121,14,4,0,10,12.0,1,0,4,12.0,5.0,3,49,0.5212765957446809,94,9.393617021276595
896523,2140410,95812,21072,37,1,31,6,09,5.0,5,1,31,5.0,3.5,6,14,0.5,28,9.142857142857142
385666,739215,118209,47324,43,3,4,6,16,21.0,51,0,4,21.0,27.0,1,7,0.23333333333333334,30,14.633333333333333
263181,815696,27947,21872,123,4,12,0,11,30.0,2,1,12,30.0,4.5,7,288,0.64,450,8.326666666666666
265633,578769,143787,4006,88,13,20,5,11,7.0,16,1,20,7.0,9.5,10,137,0.4840989399293286,283,9.43816254416961
983179,2431916,66448,13269,120,16,62,5,14,4.0,3,1,62,4.0,7.5,14,40,0.7142857142857143,56,8.607142857142858
801501,1969485,76092,38266,16,4,9,0,16,4.0,5,0,9,4.0,4.0,2,57,0.35625,160,9.69375
1343931,3188469,3081,28842,16,4,7,3,18,30.0,1,0,7,30.0,3.5,1,1142,0.5947916666666667,1920,8.995833333333334
524211,1388758,78637,39858,118,11,22,2,16,30.0,11,0,22,30.0,8.5,7,34,0.41975308641975306,81,6.333333333333333
722319,1673165,128242,41149,100,21,16,5,12,4.0,9,0,16,4.0,6.5,6,393,0.4775212636695018,823,9.329283110571081
1154867,2712352,77503,6348,21,16,51,4,09,0.0,2,1,51,0.0,3.5,5,390,0.6914893617021277,564,9.374113475177305
311477,877411,27400,43988,120,16,9,2,12,30.0,6,0,9,30.0,6.5,2,48,0.7164179104477612,67,7.373134328358209
1220146,3014720,149984,30492,53,16,24,2,23,22.0,4,0,24,22.0,2.5,3,39,0.5492957746478874,71,7.633802816901408
344417,679553,78377,32141,77,7,4,3,13,30.0,5,0,4,30.0,9.5,4,104,0.7027027027027027,148,5.621621621621622
903863,2345721,100452,30731,17,13,7,4,13,30.0,16,1,7,30.0,13.5,17,44,0.4536082474226804,97,7.298969072164948
1009971,2474995,184750,48739,121,14,4,4,17,30.0,11,0,4,30.0,11.5,8,10,0.5,20,11.0
716081,1853406,99206,38300,60,17,18,2,13,30.0,1,0,18,30.0,3.0,1,75,0.42134831460674155,178,3.168539325842697
71775,74805,58278,47626,24,4,46,6,13,9.0,5,1,46,9.0,6.0,5,5923,0.7280885064535956,8135,8.063306699446835
126873,420678,152119,40572,81,15,17,2,10,7.0,20,0,17,7.0,12.0,6,3,0.75,4,9.25
891782,2134068,124107,29871,96,20,7,6,09,7.0,16,1,7,7.0,9.0,12,81,0.5472972972972973,148,8.85135135135135
329468,904350,97742,14853,91,16,53,0,07,12.0,12,1,53,12.0,12.5,19,48,0.7164179104477612,67,7.865671641791045
1142467,2907851,193304,39275,123,4,30,2,01,8.0,27,1,30,8.0,21.0,37,3384,0.6814337494965768,4966,8.520338300443013
46248,313806,129235,10193,123,4,48,1,21,5.0,24,1,48,5.0,15.0,25,84,0.5316455696202531,158,10.69620253164557
831389,2016003,62499,13176,24,4,6,4,19,30.0,1,0,6,30.0,2.0,0,13362,0.8631782945736434,15480,4.763501291989664
748626,1713901,76725,17149,34,1,8,0,11,30.0,16,0,8,30.0,9.5,5,33,0.4714285714285714,70,8.771428571428572
1281335,3116275,90412,12541,24,4,6,6,21,5.0,12,1,6,5.0,7.5,5,4,0.4,10,7.9
671400,1807416,162071,46706,88,13,16,5,16,3.0,6,0,16,3.0,5.0,6,2,0.5,4,10.0
378628,727576,61333,46969,24,4,5,6,23,30.0,3,0,5,30.0,6.0,2,504,0.7138810198300283,706,9.107648725212465
1112272,2870990,161608,21299,4,9,8,2,17,14.0,8,1,8,14.0,4.5,3,5,0.625,8,7.25
595035,1488818,150397,39825,83,4,7,0,15,14.0,6,1,7,14.0,6.5,12,9,0.47368421052631576,19,11.210526315789474
274582,824221,64602,38579,120,16,10,5,09,30.0,1,1,10,30.0,17.0,23,70,0.6666666666666666,105,6.914285714285715
782943,1743478,124335,26604,24,4,60,2,07,10.0,3,1,60,10.0,2.5,4,1843,0.6482588814632431,2843,8.930003517411185
186314,481690,65773,37504,123,4,6,0,14,30.0,1,1,6,30.0,2.0,3,18,0.6206896551724138,29,10.931034482758621
969600,2251885,41725,12069,123,4,4,6,16,30.0,10,0,4,30.0,8.0,10,78,0.5531914893617021,141,7.631205673758865
1126994,2891294,193810,28058,112,3,5,6,13,30.0,5,1,5,30.0,27.0,11,112,0.7225806451612903,155,7.896774193548387
306117,864782,153748,18557,5,13,7,5,11,30.0,4,0,7,30.0,6.0,3,12,0.14457831325301204,83,9.542168674698795
1235795,3057292,101440,5112,120,16,4,0,09,14.0,26,1,4,14.0,19.5,30,23,0.6571428571428571,35,11.057142857142857
783268,1744650,183474,19057,24,4,16,5,17,30.0,18,0,16,30.0,13.0,16,2288,0.7914216534071256,2891,7.730888965755794
145441,166617,108181,47526,21,16,29,3,08,24.0,10,1,29,24.0,10.5,17,136,0.5190839694656488,262,10.213740458015268
203543,249266,70146,39408,24,4,6,0,16,30.0,1,1,6,30.0,4.5,1,601,0.6266944734098019,959,7.394160583941606
543649,1417155,81560,16797,24,4,9,0,21,30.0,1,1,9,30.0,3.0,2,4786,0.7369879889128427,6494,7.441330458885124
187362,231475,92759,35223,108,16,6,3,10,22.0,7,1,6,22.0,8.5,11,20,0.43478260869565216,46,7.021739130434782
587941,1227273,27786,42585,14,20,29,0,09,11.0,1,1,29,11.0,4.5,7,844,0.7116357504215851,1186,9.401349072512648
207597,749693,116768,4163,4,9,38,6,16,6.0,12,1,38,6.0,10.0,14,88,0.4131455399061033,213,11.408450704225352
250687,558998,16574,2326,52,1,12,5,11,29.0,16,0,12,29.0,13.0,18,208,0.6731391585760518,309,9.223300970873787
1266940,3322754,46129,39117,74,17,20,6,22,19.0,25,1,20,19.0,16.0,28,6,0.6666666666666666,9,10.666666666666666
1375384,3265496,86551,14678,116,1,5,5,11,15.0,1,0,5,15.0,5.0,4,451,0.598937583001328,753,10.557768924302788
760644,1913354,28834,24413,92,18,37,0,16,21.0,5,1,37,21.0,16.5,24,68,0.7010309278350515,97,10.11340206185567
1075856,2824139,49344,24372,69,15,15,5,12,30.0,9,0,15,30.0,6.5,6,30,0.45454545454545453,66,10.909090909090908
1380528,3279216,192939,21506,121,14,12,4,09,5.0,4,1,12,5.0,7.5,10,65,0.48507462686567165,134,11.097014925373134
281114,839417,47032,19508,128,3,17,2,17,5.0,7,0,17,5.0,5.0,4,293,0.48111658456486045,609,10.400656814449919
620786,1507888,15330,9601,83,4,23,5,05,7.0,3,0,23,7.0,2.0,0,29,0.3717948717948718,78,5.5256410256410255
299749,621976,203423,33741,43,3,16,4,10,14.0,13,1,16,14.0,8.0,15,40,0.46511627906976744,86,10.395348837209303
707457,1657341,75590,17794,83,4,7,5,13,30.0,6,1,7,30.0,12.5,12,1643,0.657989587505006,2497,9.277533039647578
1077712,2619481,89243,8518,83,4,5,3,18,17.0,7,0,5,17.0,12.0,8,2428,0.6359350445259299,3818,9.881875327396543
